quiz_id,created_at,published_at,question,option_1,option_2,option_3,option_4,correct_option_id,correct_answer,explanation,key,level,category,message_id,status,audio_text,audio_file_id
pa_098,2026-02-14T07:37:00Z,,Du sprichst heute mit ___ Dokument über die nächsten Schritte.,deinen,deinem,dein,deine,1,deinem,„Dokument“ ist neutrum und steht hier im Dativ; deshalb ist „deinem“ korrekt.,a2_dein_dokument_dat_98,A2,Büro,,ready,,
pa_099,2026-02-14T07:38:00Z,,Wir arbeiten mit ___ Plan bei der Arbeit im Homeoffice.,unser,unseren,unserer,unserem,3,unserem,„Plan“ ist maskulin und steht hier im Dativ; deshalb ist „unserem“ korrekt.,a2_unser_plan_dat_99,A2,Organisation,,ready,,
pa_100,2026-02-14T07:39:00Z,,Du sprichst heute mit ___ Sprache über die nächsten Schritte.,deine,deiner,dein,deinen,1,deiner,„Sprache“ ist feminin und steht hier im Dativ; deshalb ist „deiner“ korrekt.,a2_dein_sprache_dat_100,A2,Lernen,,ready,,
pa_101,2026-02-14T07:40:00Z,,Wir arbeiten mit ___ Programm bei der Planung für morgen.,unserem,unser,unserer,unseren,0,unserem,„Programm“ ist neutrum und steht hier im Dativ; deshalb ist „unserem“ korrekt.,a2_unser_programm_dat_101,A2,Technik,,ready,,
pa_102,2026-02-14T07:41:00Z,,Du sprichst heute mit ___ Drucker über die nächsten Schritte.,deinen,dein,deine,deinem,3,deinem,„Drucker“ ist maskulin und steht hier im Dativ; deshalb ist „deinem“ korrekt.,a2_dein_drucker_dat_102,A2,Technik,,ready,,
pa_103,2026-02-14T07:42:00Z,,Wir arbeiten mit ___ Nachricht bei der Vorbereitung für den Termin.,unserem,unser,unseren,unserer,3,unserer,„Nachricht“ ist feminin und steht hier im Dativ; deshalb ist „unserer“ korrekt.,a2_unser_nachricht_dat_103,A2,Kommunikation,,ready,,
pa_104,2026-02-14T07:43:00Z,,Du sprichst heute mit ___ Angebot über die nächsten Schritte.,deinen,dein,deine,deinem,3,deinem,„Angebot“ ist neutrum und steht hier im Dativ; deshalb ist „deinem“ korrekt.,a2_dein_angebot_dat_104,A2,Finanzen,,ready,,
pa_105,2026-02-14T07:44:00Z,,Wir arbeiten mit ___ Chef im Büro am Nachmittag.,unseren,unserem,unserer,unser,1,unserem,„Chef“ ist maskulin und steht hier im Dativ; deshalb ist „unserem“ korrekt.,a2_unser_chef_dat_105,A2,Arbeit,,ready,,
pa_106,2026-02-14T07:45:00Z,,"Wir sehen, dass ___ Tasche im aktuellen Projekt eine zentrale Rolle spielt.",unserer,unseren,unsere,unserem,2,unsere,„Tasche“ ist feminin und steht hier im Nominativ; deshalb ist „unsere“ korrekt.,b1_unser_tasche_nom_106,B1,Alltag,,ready,,
pa_107,2026-02-14T07:46:00Z,,"Du merkst, dass ___ Handy für die Abstimmung mit dem Team wesentlich bleibt.",deine,dein,deiner,deinen,1,dein,„Handy“ ist neutrum und steht hier im Nominativ; deshalb ist „dein“ korrekt.,b1_dein_handy_nom_107,B1,Technik,,ready,,
pa_108,2026-02-14T07:47:00Z,,"Wir wissen, dass ___ Termin für die Qualität des Ergebnisses maßgeblich ist.",unserem,unser,unserer,unseren,1,unser,„Termin“ ist maskulin und steht hier im Nominativ; deshalb ist „unser“ korrekt.,b1_unser_termin_nom_108,B1,Organisation,,ready,,
pa_109,2026-02-14T07:48:00Z,,"Du sagst, dass ___ Kollegin für die Entscheidung heute ausschlaggebend ist.",dein,deiner,deine,deinen,2,deine,„Kollegin“ ist feminin und steht hier im Nominativ; deshalb ist „deine“ korrekt.,b1_dein_kollegin_nom_109,B1,Arbeit,,ready,,
pa_110,2026-02-14T07:49:00Z,,"Wir sehen, dass ___ Auto in der nächsten Phase kritisch bewertet wird.",unserer,unserem,unseren,unser,3,unser,„Auto“ ist neutrum und steht hier im Nominativ; deshalb ist „unser“ korrekt.,b1_unser_auto_nom_110,B1,Reisen,,ready,,
pa_111,2026-02-14T07:50:00Z,,"Du merkst, dass ___ Schlüssel im aktuellen Projekt eine zentrale Rolle spielt.",deiner,deine,dein,deinen,2,dein,„Schlüssel“ ist maskulin und steht hier im Nominativ; deshalb ist „dein“ korrekt.,b1_dein_schluessel_nom_111,B1,Alltag,,ready,,
pa_112,2026-02-14T07:51:00Z,,"Wir wissen, dass ___ Rechnung für die Abstimmung mit dem Team wesentlich bleibt.",unserer,unsere,unserem,unseren,1,unsere,„Rechnung“ ist feminin und steht hier im Nominativ; deshalb ist „unsere“ korrekt.,b1_unser_rechnung_nom_112,B1,Finanzen,,ready,,
pa_113,2026-02-14T07:52:00Z,,"Du sagst, dass ___ Ticket für die Qualität des Ergebnisses maßgeblich ist.",dein,deine,deiner,deinen,0,dein,„Ticket“ ist neutrum und steht hier im Nominativ; deshalb ist „dein“ korrekt.,b1_dein_ticket_nom_113,B1,Reisen,,ready,,
pa_114,2026-02-14T07:53:00Z,,"Wir sehen, dass ___ Laptop für die Entscheidung heute ausschlaggebend ist.",unserer,unseren,unser,unserem,2,unser,„Laptop“ ist maskulin und steht hier im Nominativ; deshalb ist „unser“ korrekt.,b1_unser_laptop_nom_114,B1,Technik,,ready,,
pa_115,2026-02-14T07:54:00Z,,"Du merkst, dass ___ E-Mail in der nächsten Phase kritisch bewertet wird.",deinen,deine,deiner,dein,1,deine,„E-Mail“ ist feminin und steht hier im Nominativ; deshalb ist „deine“ korrekt.,b1_dein_e_mail_nom_115,B1,Kommunikation,,ready,,
pa_116,2026-02-14T07:55:00Z,,"Wir wissen, dass ___ Passwort im aktuellen Projekt eine zentrale Rolle spielt.",unser,unserem,unserer,unseren,0,unser,„Passwort“ ist neutrum und steht hier im Nominativ; deshalb ist „unser“ korrekt.,b1_unser_passwort_nom_116,B1,Technik,,ready,,
pa_117,2026-02-14T07:56:00Z,,"Du sagst, dass ___ Kalender für die Abstimmung mit dem Team wesentlich bleibt.",deiner,dein,deine,deinen,1,dein,„Kalender“ ist maskulin und steht hier im Nominativ; deshalb ist „dein“ korrekt.,b1_dein_kalender_nom_117,B1,Organisation,,ready,,
pa_118,2026-02-14T07:57:00Z,,"Wir sehen, dass ___ App für die Qualität des Ergebnisses maßgeblich ist.",unserer,unsere,unserem,unseren,1,unsere,„App“ ist feminin und steht hier im Nominativ; deshalb ist „unsere“ korrekt.,b1_unser_app_nom_118,B1,Technik,,ready,,
pa_119,2026-02-14T07:58:00Z,,"Du merkst, dass ___ Projekt für die Entscheidung heute ausschlaggebend ist.",deine,deiner,deinen,dein,3,dein,„Projekt“ ist neutrum und steht hier im Nominativ; deshalb ist „dein“ korrekt.,b1_dein_projekt_nom_119,B1,Arbeit,,ready,,
pa_120,2026-02-14T07:59:00Z,,"Wir wissen, dass ___ Rucksack in der nächsten Phase kritisch bewertet wird.",unseren,unser,unserem,unserer,1,unser,„Rucksack“ ist maskulin und steht hier im Nominativ; deshalb ist „unser“ korrekt.,b1_unser_rucksack_nom_120,B1,Reisen,,ready,,
pa_121,2026-02-14T08:00:00Z,,"Du sagst, dass ___ Wohnung im aktuellen Projekt eine zentrale Rolle spielt.",deine,dein,deiner,deinen,0,deine,„Wohnung“ ist feminin und steht hier im Nominativ; deshalb ist „deine“ korrekt.,b1_dein_wohnung_nom_121,B1,Wohnen,,ready,,
pa_122,2026-02-14T08:01:00Z,,"Wir sehen, dass ___ Formular für die Abstimmung mit dem Team wesentlich bleibt.",unserer,unserem,unser,unseren,2,unser,„Formular“ ist neutrum und steht hier im Nominativ; deshalb ist „unser“ korrekt.,b1_unser_formular_nom_122,B1,Büro,,ready,,
pa_123,2026-02-14T08:02:00Z,,"Du merkst, dass ___ Ausweis für die Qualität des Ergebnisses maßgeblich ist.",deinen,dein,deine,deiner,1,dein,„Ausweis“ ist maskulin und steht hier im Nominativ; deshalb ist „dein“ korrekt.,b1_dein_ausweis_nom_123,B1,Reisen,,ready,,
pa_124,2026-02-14T08:03:00Z,,"Wir wissen, dass ___ Aufgabe für die Entscheidung heute ausschlaggebend ist.",unserem,unseren,unsere,unserer,2,unsere,„Aufgabe“ ist feminin und steht hier im Nominativ; deshalb ist „unsere“ korrekt.,b1_unser_aufgabe_nom_124,B1,Lernen,,ready,,
pa_125,2026-02-14T08:04:00Z,,"Du sagst, dass ___ Problem in der nächsten Phase kritisch bewertet wird.",deiner,deine,dein,deinen,2,dein,„Problem“ ist neutrum und steht hier im Nominativ; deshalb ist „dein“ korrekt.,b1_dein_problem_nom_125,B1,Alltag,,ready,,
pa_126,2026-02-14T08:05:00Z,,"Wir sehen, dass ___ Vertrag im aktuellen Projekt eine zentrale Rolle spielt.",unserer,unserem,unseren,unser,3,unser,„Vertrag“ ist maskulin und steht hier im Nominativ; deshalb ist „unser“ korrekt.,b1_unser_vertrag_nom_126,B1,Arbeit,,ready,,
pa_127,2026-02-14T08:06:00Z,,"Du merkst, dass ___ Präsentation für die Abstimmung mit dem Team wesentlich bleibt.",dein,deinen,deiner,deine,3,deine,„Präsentation“ ist feminin und steht hier im Nominativ; deshalb ist „deine“ korrekt.,b1_dein_praesentation_nom_127,B1,Arbeit,,ready,,
pa_128,2026-02-14T08:07:00Z,,"Wir wissen, dass ___ Foto für die Qualität des Ergebnisses maßgeblich ist.",unseren,unserem,unserer,unser,3,unser,„Foto“ ist neutrum und steht hier im Nominativ; deshalb ist „unser“ korrekt.,b1_unser_foto_nom_128,B1,Freizeit,,ready,,
pa_129,2026-02-14T08:08:00Z,,"Du sagst, dass ___ Bericht für die Entscheidung heute ausschlaggebend ist.",deiner,dein,deine,deinen,1,dein,„Bericht“ ist maskulin und steht hier im Nominativ; deshalb ist „dein“ korrekt.,b1_dein_bericht_nom_129,B1,Arbeit,,ready,,
pa_130,2026-02-14T08:09:00Z,,"Wir sehen, dass ___ Idee in der nächsten Phase kritisch bewertet wird.",unserem,unserer,unsere,unseren,2,unsere,„Idee“ ist feminin und steht hier im Nominativ; deshalb ist „unsere“ korrekt.,b1_unser_idee_nom_130,B1,Kreativität,,ready,,
pa_131,2026-02-14T08:10:00Z,,"Du merkst, dass ___ Team im aktuellen Projekt eine zentrale Rolle spielt.",deine,deinen,dein,deiner,2,dein,„Team“ ist neutrum und steht hier im Nominativ; deshalb ist „dein“ korrekt.,b1_dein_team_nom_131,B1,Arbeit,,ready,,
pa_132,2026-02-14T08:11:00Z,,"Wir wissen, dass ___ Kurs für die Abstimmung mit dem Team wesentlich bleibt.",unserem,unseren,unserer,unser,3,unser,„Kurs“ ist maskulin und steht hier im Nominativ; deshalb ist „unser“ korrekt.,b1_unser_kurs_nom_132,B1,Lernen,,ready,,
pa_133,2026-02-14T08:12:00Z,,"Du sagst, dass ___ Sprache für die Qualität des Ergebnisses maßgeblich ist.",deine,deiner,dein,deinen,0,deine,„Sprache“ ist feminin und steht hier im Nominativ; deshalb ist „deine“ korrekt.,b1_dein_sprache_nom_133,B1,Lernen,,ready,,
pa_134,2026-02-14T08:13:00Z,,"Wir sehen, dass ___ Dokument für die Entscheidung heute ausschlaggebend ist.",unserer,unserem,unseren,unser,3,unser,„Dokument“ ist neutrum und steht hier im Nominativ; deshalb ist „unser“ korrekt.,b1_unser_dokument_nom_134,B1,Büro,,ready,,
pa_135,2026-02-14T08:14:00Z,,"Du merkst, dass ___ Plan in der nächsten Phase kritisch bewertet wird.",deinen,dein,deine,deiner,1,dein,„Plan“ ist maskulin und steht hier im Nominativ; deshalb ist „dein“ korrekt.,b1_dein_plan_nom_135,B1,Organisation,,ready,,
pa_136,2026-02-14T08:15:00Z,,"Wir wissen, dass ___ Nachricht im aktuellen Projekt eine zentrale Rolle spielt.",unserer,unserem,unsere,unseren,2,unsere,„Nachricht“ ist feminin und steht hier im Nominativ; deshalb ist „unsere“ korrekt.,b1_unser_nachricht_nom_136,B1,Kommunikation,,ready,,
pa_137,2026-02-14T08:16:00Z,,"Du sagst, dass ___ Programm für die Abstimmung mit dem Team wesentlich bleibt.",deinen,deiner,dein,deine,2,dein,„Programm“ ist neutrum und steht hier im Nominativ; deshalb ist „dein“ korrekt.,b1_dein_programm_nom_137,B1,Technik,,ready,,
pa_138,2026-02-14T08:17:00Z,,"Wir sehen, dass ___ Drucker für die Qualität des Ergebnisses maßgeblich ist.",unser,unserer,unserem,unseren,0,unser,„Drucker“ ist maskulin und steht hier im Nominativ; deshalb ist „unser“ korrekt.,b1_unser_drucker_nom_138,B1,Technik,,ready,,
pa_139,2026-02-14T08:18:00Z,,"Du merkst, dass ___ Kamera für die Entscheidung heute ausschlaggebend ist.",deinen,dein,deiner,deine,3,deine,„Kamera“ ist feminin und steht hier im Nominativ; deshalb ist „deine“ korrekt.,b1_dein_kamera_nom_139,B1,Freizeit,,ready,,
pa_140,2026-02-14T08:19:00Z,,"Wir wissen, dass ___ Angebot in der nächsten Phase kritisch bewertet wird.",unserer,unser,unserem,unseren,1,unser,„Angebot“ ist neutrum und steht hier im Nominativ; deshalb ist „unser“ korrekt.,b1_unser_angebot_nom_140,B1,Finanzen,,ready,,
pa_141,2026-02-14T08:20:00Z,,"Anna sucht ___ Handy, damit die Planung belastbar bleibt.",ihren,ihre,ihr,ihrem,2,ihr,„Handy“ ist neutrum und steht hier im Akkusativ; deshalb ist „ihr“ korrekt.,b1_ihr_handy_akk_141,B1,Technik,,ready,,
pa_142,2026-02-14T08:21:00Z,,"Ich nehme ___ Termin, damit der nächste Schritt ohne Verzögerung gelingt.",meinem,meinen,mein,meiner,1,meinen,„Termin“ ist maskulin und steht hier im Akkusativ; deshalb ist „meinen“ korrekt.,b1_mein_termin_akk_142,B1,Organisation,,ready,,
pa_143,2026-02-14T08:22:00Z,,"Anna braucht ___ Tasche, weil das Team davon direkt profitiert.",ihren,ihre,ihrem,ihr,1,ihre,„Tasche“ ist feminin und steht hier im Akkusativ; deshalb ist „ihre“ korrekt.,b1_ihr_tasche_akk_143,B1,Alltag,,ready,,
pa_144,2026-02-14T08:23:00Z,,"Ich nutze ___ Auto, weil ohne diesen Punkt keine Freigabe möglich ist.",meine,meiner,meinem,mein,3,mein,„Auto“ ist neutrum und steht hier im Akkusativ; deshalb ist „mein“ korrekt.,b1_mein_auto_akk_144,B1,Reisen,,ready,,
pa_145,2026-02-14T08:24:00Z,,"Anna sucht ___ Schlüssel, um die Entscheidung sauber vorzubereiten.",ihre,ihren,ihrem,ihr,1,ihren,„Schlüssel“ ist maskulin und steht hier im Akkusativ; deshalb ist „ihren“ korrekt.,b1_ihr_schluessel_akk_145,B1,Alltag,,ready,,
pa_146,2026-02-14T08:25:00Z,,"Ich nehme ___ Kollegin, damit die Planung belastbar bleibt.",meine,meinem,meiner,mein,0,meine,„Kollegin“ ist feminin und steht hier im Akkusativ; deshalb ist „meine“ korrekt.,b1_mein_kollegin_akk_146,B1,Arbeit,,ready,,
pa_147,2026-02-14T08:26:00Z,,"Anna braucht ___ Ticket, damit der nächste Schritt ohne Verzögerung gelingt.",ihr,ihrem,ihren,ihre,0,ihr,„Ticket“ ist neutrum und steht hier im Akkusativ; deshalb ist „ihr“ korrekt.,b1_ihr_ticket_akk_147,B1,Reisen,,ready,,
pa_148,2026-02-14T08:27:00Z,,"Ich nutze ___ Laptop, weil das Team davon direkt profitiert.",meiner,meinem,mein,meinen,3,meinen,„Laptop“ ist maskulin und steht hier im Akkusativ; deshalb ist „meinen“ korrekt.,b1_mein_laptop_akk_148,B1,Technik,,ready,,
pa_149,2026-02-14T08:28:00Z,,"Anna sucht ___ Rechnung, weil ohne diesen Punkt keine Freigabe möglich ist.",ihren,ihre,ihr,ihrem,1,ihre,„Rechnung“ ist feminin und steht hier im Akkusativ; deshalb ist „ihre“ korrekt.,b1_ihr_rechnung_akk_149,B1,Finanzen,,ready,,
pa_150,2026-02-14T08:29:00Z,,"Ich nehme ___ Passwort, um die Entscheidung sauber vorzubereiten.",meinem,meiner,mein,meine,2,mein,„Passwort“ ist neutrum und steht hier im Akkusativ; deshalb ist „mein“ korrekt.,b1_mein_passwort_akk_150,B1,Technik,,ready,,
pa_151,2026-02-14T08:30:00Z,,"Anna braucht ___ Kalender, damit die Planung belastbar bleibt.",ihrem,ihre,ihren,ihr,2,ihren,„Kalender“ ist maskulin und steht hier im Akkusativ; deshalb ist „ihren“ korrekt.,b1_ihr_kalender_akk_151,B1,Organisation,,ready,,
pa_152,2026-02-14T08:31:00Z,,"Ich nutze ___ E-Mail, damit der nächste Schritt ohne Verzögerung gelingt.",meinem,mein,meine,meiner,2,meine,„E-Mail“ ist feminin und steht hier im Akkusativ; deshalb ist „meine“ korrekt.,b1_mein_e_mail_akk_152,B1,Kommunikation,,ready,,
pa_153,2026-02-14T08:32:00Z,,"Anna sucht ___ Projekt, weil das Team davon direkt profitiert.",ihrem,ihr,ihren,ihre,1,ihr,„Projekt“ ist neutrum und steht hier im Akkusativ; deshalb ist „ihr“ korrekt.,b1_ihr_projekt_akk_153,B1,Arbeit,,ready,,
pa_154,2026-02-14T08:33:00Z,,"Ich nehme ___ Rucksack, weil ohne diesen Punkt keine Freigabe möglich ist.",meinen,meinem,mein,meiner,0,meinen,„Rucksack“ ist maskulin und steht hier im Akkusativ; deshalb ist „meinen“ korrekt.,b1_mein_rucksack_akk_154,B1,Reisen,,ready,,
pa_155,2026-02-14T08:34:00Z,,"Anna braucht ___ App, um die Entscheidung sauber vorzubereiten.",ihrem,ihr,ihren,ihre,3,ihre,„App“ ist feminin und steht hier im Akkusativ; deshalb ist „ihre“ korrekt.,b1_ihr_app_akk_155,B1,Technik,,ready,,
pa_156,2026-02-14T08:35:00Z,,"Ich nutze ___ Formular, damit die Planung belastbar bleibt.",meinem,mein,meine,meiner,1,mein,„Formular“ ist neutrum und steht hier im Akkusativ; deshalb ist „mein“ korrekt.,b1_mein_formular_akk_156,B1,Büro,,ready,,
pa_157,2026-02-14T08:36:00Z,,"Anna sucht ___ Ausweis, damit der nächste Schritt ohne Verzögerung gelingt.",ihren,ihrem,ihr,ihre,0,ihren,„Ausweis“ ist maskulin und steht hier im Akkusativ; deshalb ist „ihren“ korrekt.,b1_ihr_ausweis_akk_157,B1,Reisen,,ready,,
pa_158,2026-02-14T08:37:00Z,,"Ich nehme ___ Wohnung, weil das Team davon direkt profitiert.",mein,meine,meinem,meiner,1,meine,„Wohnung“ ist feminin und steht hier im Akkusativ; deshalb ist „meine“ korrekt.,b1_mein_wohnung_akk_158,B1,Wohnen,,ready,,
pa_159,2026-02-14T08:38:00Z,,"Anna braucht ___ Problem, weil ohne diesen Punkt keine Freigabe möglich ist.",ihren,ihre,ihr,ihrem,2,ihr,„Problem“ ist neutrum und steht hier im Akkusativ; deshalb ist „ihr“ korrekt.,b1_ihr_problem_akk_159,B1,Alltag,,ready,,
pa_160,2026-02-14T08:39:00Z,,"Ich nutze ___ Vertrag, um die Entscheidung sauber vorzubereiten.",meinen,meinem,mein,meiner,0,meinen,„Vertrag“ ist maskulin und steht hier im Akkusativ; deshalb ist „meinen“ korrekt.,b1_mein_vertrag_akk_160,B1,Arbeit,,ready,,
pa_161,2026-02-14T08:40:00Z,,"Anna sucht ___ Aufgabe, damit die Planung belastbar bleibt.",ihre,ihr,ihrem,ihren,0,ihre,„Aufgabe“ ist feminin und steht hier im Akkusativ; deshalb ist „ihre“ korrekt.,b1_ihr_aufgabe_akk_161,B1,Lernen,,ready,,
pa_162,2026-02-14T08:41:00Z,,"Ich nehme ___ Foto, damit der nächste Schritt ohne Verzögerung gelingt.",meinem,mein,meine,meiner,1,mein,„Foto“ ist neutrum und steht hier im Akkusativ; deshalb ist „mein“ korrekt.,b1_mein_foto_akk_162,B1,Freizeit,,ready,,
pa_163,2026-02-14T08:42:00Z,,"Anna braucht ___ Bericht, weil das Team davon direkt profitiert.",ihrem,ihr,ihre,ihren,3,ihren,„Bericht“ ist maskulin und steht hier im Akkusativ; deshalb ist „ihren“ korrekt.,b1_ihr_bericht_akk_163,B1,Arbeit,,ready,,
pa_164,2026-02-14T08:43:00Z,,"Ich nutze ___ Präsentation, weil ohne diesen Punkt keine Freigabe möglich ist.",meine,meiner,meinem,mein,0,meine,„Präsentation“ ist feminin und steht hier im Akkusativ; deshalb ist „meine“ korrekt.,b1_mein_praesentation_akk_164,B1,Arbeit,,ready,,
pa_165,2026-02-14T08:44:00Z,,"Anna sucht ___ Team, um die Entscheidung sauber vorzubereiten.",ihrem,ihre,ihr,ihren,2,ihr,„Team“ ist neutrum und steht hier im Akkusativ; deshalb ist „ihr“ korrekt.,b1_ihr_team_akk_165,B1,Arbeit,,ready,,
pa_166,2026-02-14T08:45:00Z,,"Ich nehme ___ Kurs, damit die Planung belastbar bleibt.",mein,meinem,meiner,meinen,3,meinen,„Kurs“ ist maskulin und steht hier im Akkusativ; deshalb ist „meinen“ korrekt.,b1_mein_kurs_akk_166,B1,Lernen,,ready,,
pa_167,2026-02-14T08:46:00Z,,"Anna braucht ___ Idee, damit der nächste Schritt ohne Verzögerung gelingt.",ihren,ihre,ihr,ihrem,1,ihre,„Idee“ ist feminin und steht hier im Akkusativ; deshalb ist „ihre“ korrekt.,b1_ihr_idee_akk_167,B1,Kreativität,,ready,,
pa_168,2026-02-14T08:47:00Z,,"Ich nutze ___ Dokument, weil das Team davon direkt profitiert.",meiner,mein,meinem,meine,1,mein,„Dokument“ ist neutrum und steht hier im Akkusativ; deshalb ist „mein“ korrekt.,b1_mein_dokument_akk_168,B1,Büro,,ready,,
pa_169,2026-02-14T08:48:00Z,,"Anna sucht ___ Plan, weil ohne diesen Punkt keine Freigabe möglich ist.",ihre,ihren,ihr,ihrem,1,ihren,„Plan“ ist maskulin und steht hier im Akkusativ; deshalb ist „ihren“ korrekt.,b1_ihr_plan_akk_169,B1,Organisation,,ready,,
pa_170,2026-02-14T08:49:00Z,,"Ich nehme ___ Sprache, um die Entscheidung sauber vorzubereiten.",mein,meine,meinem,meiner,1,meine,„Sprache“ ist feminin und steht hier im Akkusativ; deshalb ist „meine“ korrekt.,b1_mein_sprache_akk_170,B1,Lernen,,ready,,
pa_171,2026-02-14T08:50:00Z,,"Anna braucht ___ Programm, damit die Planung belastbar bleibt.",ihre,ihren,ihr,ihrem,2,ihr,„Programm“ ist neutrum und steht hier im Akkusativ; deshalb ist „ihr“ korrekt.,b1_ihr_programm_akk_171,B1,Technik,,ready,,
pa_172,2026-02-14T08:51:00Z,,"Ich nutze ___ Drucker, damit der nächste Schritt ohne Verzögerung gelingt.",meinem,meinen,mein,meiner,1,meinen,„Drucker“ ist maskulin und steht hier im Akkusativ; deshalb ist „meinen“ korrekt.,b1_mein_drucker_akk_172,B1,Technik,,ready,,
pa_173,2026-02-14T08:52:00Z,,"Anna sucht ___ Nachricht, weil das Team davon direkt profitiert.",ihrem,ihr,ihren,ihre,3,ihre,„Nachricht“ ist feminin und steht hier im Akkusativ; deshalb ist „ihre“ korrekt.,b1_ihr_nachricht_akk_173,B1,Kommunikation,,ready,,
pa_174,2026-02-14T08:53:00Z,,"Ich nehme ___ Angebot, weil ohne diesen Punkt keine Freigabe möglich ist.",meiner,meine,meinem,mein,3,mein,„Angebot“ ist neutrum und steht hier im Akkusativ; deshalb ist „mein“ korrekt.,b1_mein_angebot_akk_174,B1,Finanzen,,ready,,
pa_175,2026-02-14T08:54:00Z,,"Anna braucht ___ Chef, um die Entscheidung sauber vorzubereiten.",ihre,ihrem,ihren,ihr,2,ihren,„Chef“ ist maskulin und steht hier im Akkusativ; deshalb ist „ihren“ korrekt.,b1_ihr_chef_akk_175,B1,Arbeit,,ready,,
pa_176,2026-02-14T08:55:00Z,,"Er spricht regelmäßig mit ___ Termin, damit alle Schritte transparent bleiben.",sein,seinem,seine,seiner,1,seinem,„Termin“ ist maskulin und steht hier im Dativ; deshalb ist „seinem“ korrekt.,b1_sein_termin_dat_176,B1,Organisation,,ready,,
pa_177,2026-02-14T08:56:00Z,,"Ihr arbeitet seit Wochen mit ___ Tasche, weil die Anforderungen deutlich gestiegen sind.",eurer,eure,eurem,euren,0,eurer,„Tasche“ ist feminin und steht hier im Dativ; deshalb ist „eurer“ korrekt.,b1_euer_tasche_dat_177,B1,Alltag,,ready,,
pa_178,2026-02-14T08:57:00Z,,"Er spricht regelmäßig mit ___ Handy, damit alle Schritte transparent bleiben.",seiner,sein,seine,seinem,3,seinem,„Handy“ ist neutrum und steht hier im Dativ; deshalb ist „seinem“ korrekt.,b1_sein_handy_dat_178,B1,Technik,,ready,,
pa_179,2026-02-14T08:58:00Z,,"Ihr arbeitet seit Wochen mit ___ Schlüssel, weil die Anforderungen deutlich gestiegen sind.",eure,eurem,eurer,euren,1,eurem,„Schlüssel“ ist maskulin und steht hier im Dativ; deshalb ist „eurem“ korrekt.,b1_euer_schluessel_dat_179,B1,Alltag,,ready,,
pa_180,2026-02-14T08:59:00Z,,"Er spricht regelmäßig mit ___ Kollegin, damit alle Schritte transparent bleiben.",seine,seiner,sein,seinem,1,seiner,„Kollegin“ ist feminin und steht hier im Dativ; deshalb ist „seiner“ korrekt.,b1_sein_kollegin_dat_180,B1,Arbeit,,ready,,
pa_181,2026-02-14T09:00:00Z,,"Ihr arbeitet seit Wochen mit ___ Auto, weil die Anforderungen deutlich gestiegen sind.",eurem,euren,eurer,eure,0,eurem,„Auto“ ist neutrum und steht hier im Dativ; deshalb ist „eurem“ korrekt.,b1_euer_auto_dat_181,B1,Reisen,,ready,,
pa_182,2026-02-14T09:01:00Z,,"Er spricht regelmäßig mit ___ Laptop, damit alle Schritte transparent bleiben.",seinem,sein,seine,seiner,0,seinem,„Laptop“ ist maskulin und steht hier im Dativ; deshalb ist „seinem“ korrekt.,b1_sein_laptop_dat_182,B1,Technik,,ready,,
pa_183,2026-02-14T09:02:00Z,,"Ihr arbeitet seit Wochen mit ___ Rechnung, weil die Anforderungen deutlich gestiegen sind.",eure,eurer,eurem,euren,1,eurer,„Rechnung“ ist feminin und steht hier im Dativ; deshalb ist „eurer“ korrekt.,b1_euer_rechnung_dat_183,B1,Finanzen,,ready,,
pa_184,2026-02-14T09:03:00Z,,"Er spricht regelmäßig mit ___ Ticket, damit alle Schritte transparent bleiben.",seiner,seinem,seine,sein,1,seinem,„Ticket“ ist neutrum und steht hier im Dativ; deshalb ist „seinem“ korrekt.,b1_sein_ticket_dat_184,B1,Reisen,,ready,,
pa_185,2026-02-14T09:04:00Z,,"Ihr arbeitet seit Wochen mit ___ Kalender, weil die Anforderungen deutlich gestiegen sind.",euren,eure,eurem,eurer,2,eurem,„Kalender“ ist maskulin und steht hier im Dativ; deshalb ist „eurem“ korrekt.,b1_euer_kalender_dat_185,B1,Organisation,,ready,,
pa_186,2026-02-14T09:05:00Z,,"Er spricht regelmäßig mit ___ E-Mail, damit alle Schritte transparent bleiben.",seine,sein,seiner,seinem,2,seiner,„E-Mail“ ist feminin und steht hier im Dativ; deshalb ist „seiner“ korrekt.,b1_sein_e_mail_dat_186,B1,Kommunikation,,ready,,
pa_187,2026-02-14T09:06:00Z,,"Ihr arbeitet seit Wochen mit ___ Passwort, weil die Anforderungen deutlich gestiegen sind.",eurer,eurem,euren,eure,1,eurem,„Passwort“ ist neutrum und steht hier im Dativ; deshalb ist „eurem“ korrekt.,b1_euer_passwort_dat_187,B1,Technik,,ready,,
pa_188,2026-02-14T09:07:00Z,,"Er spricht regelmäßig mit ___ Rucksack, damit alle Schritte transparent bleiben.",seinem,sein,seiner,seine,0,seinem,„Rucksack“ ist maskulin und steht hier im Dativ; deshalb ist „seinem“ korrekt.,b1_sein_rucksack_dat_188,B1,Reisen,,ready,,
pa_189,2026-02-14T09:08:00Z,,"Ihr arbeitet seit Wochen mit ___ App, weil die Anforderungen deutlich gestiegen sind.",eure,eurer,euren,eurem,1,eurer,„App“ ist feminin und steht hier im Dativ; deshalb ist „eurer“ korrekt.,b1_euer_app_dat_189,B1,Technik,,ready,,
